Row.names	logFC_field	logCPM_field	PValue_field	FDR_field	logFC_gh	logCPM_gh	PValue_gh	FDR_gh	logFC_mean	logFC_sum	pgsc_dmp	pgsc_dmt	pgsc_dmc	func	BINCODE	NAME	DESCRIPTION	TYPE
PGSC0003DMG400016235	-0.64613598692765	3.99587894863538	0.000112536514806807	0.0134037730953766	-0.719696235995944	3.74308596209534	0.000532711218928504	0.0163138007202059	-0.682916111461797	-1.36583222292359	PGSC0003DMP400028354	PGSC0003DMT400041840	PGSC0003DMC400028354	Conserved_gene_of_unknown_function	35.2	not assigned.unknown	weakly similar to ( 103) AT1G65295 | Symbols:  | unknown protein | chr1:24251567-24252054 FORWARDvery weakly similar to (85.9) loc_os11g27540 12011.m28799 protein expressed protein PGSC0003DMT400041840	TRUE
PGSC0003DMG400016442	-0.518763860554643	3.81682672925438	0.000740378262244457	0.044592617167343	-0.872847343896882	3.73638717888026	0.000352468295568316	0.0122609630784101	-0.695805602225763	-1.39161120445153	PGSC0003DMP400028764	PGSC0003DMT400042401	PGSC0003DMC400028764	Aspartic_proteinase	29.5.4	protein.degradation.aspartate protease	highly similar to ( 788) AT1G11910 | Symbols:  | aspartyl protease family protein | chr1:4017119-4019874 REVERSEhighly similar to ( 729) ASPR1_ORYSA Aspartic proteinase oryzasin-1 precursor (EC 3.4.23.-) - Oryza sativa (Rice)highly similar to ( 729) loc_os05g49200 12005.m27639 protein aspartic proteinase oryzasin-1 precursor, putative, expressedAsp   PGSC0003DMT400042401	TRUE
PGSC0003DMG400016973	-1.37499591818065	4.07689346204581	4.60170753847623e-06	0.00146834238320317	-1.50302888902879	3.27200028263068	0.000357798417515751	0.0124129636229692	-1.43901240360472	-2.87802480720944	PGSC0003DMP400029655	PGSC0003DMT400043704	PGSC0003DMC400029655	F-box_and_wd40_domain_protein	28.1	DNA.synthesis/chromatin structure	moderately similar to ( 389) AT1G24530 | Symbols:  | transducin family protein / WD-40 repeat family protein | chr1:8693287-8694543 FORWARDmoderately similar to ( 241) loc_os02g50740 12002.m10108 protein nucleotide binding protein, putative, expressedWD40      PGSC0003DMT400043704	TRUE
PGSC0003DMG400017931	-0.995216987057735	2.28285010746109	0.000531959045196069	0.0376685300880482	-0.935937376516359	2.28823833901819	0.00135390913701718	0.0312438710315591	-0.965577181787047	-1.93115436357409	PGSC0003DMP400031275	PGSC0003DMT400046198	PGSC0003DMC400031275	Conserved_gene_of_unknown_function	35.2	not assigned.unknown	weakly similar to ( 149) AT4G02370 | Symbols:  | unknown protein | chr4:1042458-1042961 FORWARDweakly similar to ( 132) loc_os05g29920 12005.m07228 protein expressed proteinDUF538  PGSC0003DMT400046198	TRUE
PGSC0003DMG400018163	-1.46750017986297	0.434669568877317	0.000128656718785144	0.0147135466978798	-2.46776612353937	0.692503589930186	2.83859148704659e-05	0.00202110841802221	-1.96763315170117	-3.93526630340234	PGSC0003DMP400031655	PGSC0003DMT400046778	PGSC0003DMC400031655	Serine-threonine_protein_kinase__plant-type	30.2.11	signalling.receptor kinases.leucine rich repeat XI	highly similar to ( 658) AT4G20140 | Symbols: GSO1 | GSO1 (GASSHO1); ATP binding / protein binding / protein kinase/ protein serine/threonine kinase/ protein tyrosine kinase | chr4:10884220-10888045 FORWARDmoderately similar to ( 319) RPK1_IPONI Receptor-like protein kinase precursor (EC 2.7.11.1) - Ipomoea nil (Japanese morning glory) (Pharbitis nil)highly similar to ( 764) loc_os05g07820 12005.m05300 protein leucine-rich repeat receptor protein kinase EXS precursor, putative, expressed      PGSC0003DMT400046778	TRUE
PGSC0003DMG400018853	-0.858738517593381	3.61912779314238	0.000202000378376231	0.0199382136495497	-1.56846043790956	2.8621507864267	2.17594359670303e-05	0.00164925038710811	-1.21359947775147	-2.42719895550294	PGSC0003DMP400032866	PGSC0003DMT400048535	PGSC0003DMC400032866	Sugar_transporter	34.2	transport.sugars	highly similar to ( 535) AT5G61520 | Symbols:  | hexose transporter, putative | chr5:24739358-24740833 REVERSEhighly similar to ( 658) HEX6_RICCO Hexose carrier protein HEX6 - Ricinus communis (Castor bean)highly similar to ( 572) loc_os10g41190 12010.m21970 protein hexose carrier protein HEX6, putative, expressedSugar_tr xylE     PGSC0003DMT400048535	TRUE
PGSC0003DMG400019611	-1.12230722305975	6.98327242581801	2.27614973430171e-05	0.00436607486096985	-1.47998467674157	5.89673578257315	1.60129774619805e-05	0.00134373836195567	-1.30114594990066	-2.60229189980133	PGSC0003DMP400034073	PGSC0003DMT400050474	PGSC0003DMC400034073	Pectin_methylesterase_1	10.8.1	cell wall.pectin*esterases.PME	highly similar to ( 773) AT3G49220 | Symbols:  | pectinesterase family protein | chr3:18249840-18253647 FORWARDmoderately similar to ( 463) PME_PRUPE Pectinesterase PPE8B precursor (EC 3.1.1.11) (Pectin methylesterase) (PE) - Prunus persica (Peach)highly similar to ( 541) loc_os01g13320 12001.m07941 protein pectinesterase-2 precursor, putative, expressedPectinesterase PemB PMEI  PGSC0003DMT400050474	TRUE
PGSC0003DMG400019611	-1.12230722305975	6.98327242581801	2.27614973430171e-05	0.00436607486096985	-1.47998467674157	5.89673578257315	1.60129774619805e-05	0.00134373836195567	-1.30114594990066	-2.60229189980133	PGSC0003DMP400034072	PGSC0003DMT400050473	PGSC0003DMC400034072	Pectin_methylesterase_1	10.8.1	cell wall.pectin*esterases.PME	moderately similar to ( 253) AT3G49220 | Symbols:  | pectinesterase family protein | chr3:18249840-18253647 FORWARDweakly similar to ( 199) PME_PRUPE Pectinesterase PPE8B precursor (EC 3.1.1.11) (Pectin methylesterase) (PE) - Prunus persica (Peach)moderately similar to ( 202) loc_os02g18650 12002.m07108 protein pectinesterase-2 precursor, putative, expressedPectinesterase  PGSC0003DMT400050473	TRUE
PGSC0003DMG400019718	-0.690006106372398	6.25063317096184	1.13052322947568e-05	0.00263238769270526	-1.10646677211264	5.10051403234126	0.00049756295531984	0.0157791560039222	-0.898236439242521	-1.79647287848504	PGSC0003DMP400034271	PGSC0003DMT400050771	PGSC0003DMC400034271	Amine_oxidase	26.7	misc.oxidases - copper, flavone etc.	weakly similar to ( 154) AT1G65840 | Symbols: ATPAO4, PAO4 | ATPAO4 (ARABIDOPSIS THALIANA POLYAMINE OXIDASE 4); amine oxidase/ polyamine oxidase | chr1:24490173-24492728 FORWARDweakly similar to ( 147) loc_os04g57560 12004.m10641 protein lysine-specific histone demethylase 1, putative, expressed   PGSC0003DMT400050771	TRUE
PGSC0003DMG400019718	-0.690006106372398	6.25063317096184	1.13052322947568e-05	0.00263238769270526	-1.10646677211264	5.10051403234126	0.00049756295531984	0.0157791560039222	-0.898236439242521	-1.79647287848504	PGSC0003DMP400034270	PGSC0003DMT400050770	PGSC0003DMC400034270	Amine_oxidase	26.7	misc.oxidases - copper, flavone etc.	highly similar to ( 697) AT1G65840 | Symbols: ATPAO4, PAO4 | ATPAO4 (ARABIDOPSIS THALIANA POLYAMINE OXIDASE 4); amine oxidase/ polyamine oxidase | chr1:24490173-24492728 FORWARDweakly similar to ( 124) PAO_MAIZE Polyamine oxidase precursor (EC 1.5.3.11) - Zea mays (Maize)highly similar to ( 676) loc_os04g57560 12004.m10641 protein lysine-specific histone demethylase 1, putative, expressedAmino_oxidase COG1231 HemY PRK11883    PGSC0003DMT400050770	TRUE
PGSC0003DMG400019718	-0.690006106372398	6.25063317096184	1.13052322947568e-05	0.00263238769270526	-1.10646677211264	5.10051403234126	0.00049756295531984	0.0157791560039222	-0.898236439242521	-1.79647287848504	PGSC0003DMP400034269	PGSC0003DMT400050769	PGSC0003DMC400034269	Amine_oxidase	26.7	misc.oxidases - copper, flavone etc.	highly similar to ( 577) AT1G65840 | Symbols: ATPAO4, PAO4 | ATPAO4 (ARABIDOPSIS THALIANA POLYAMINE OXIDASE 4); amine oxidase/ polyamine oxidase | chr1:24490173-24492728 FORWARDvery weakly similar to (84.3) PAO_MAIZE Polyamine oxidase precursor (EC 1.5.3.11) - Zea mays (Maize)highly similar to ( 552) loc_os04g57560 12004.m10641 protein lysine-specific histone demethylase 1, putative, expressedAmino_oxidase COG1231 HemY    PGSC0003DMT400050769	TRUE
PGSC0003DMG400019718	-0.690006106372398	6.25063317096184	1.13052322947568e-05	0.00263238769270526	-1.10646677211264	5.10051403234126	0.00049756295531984	0.0157791560039222	-0.898236439242521	-1.79647287848504	PGSC0003DMP400034268	PGSC0003DMT400050768	PGSC0003DMC400034268	Amine_oxidase	26.7	misc.oxidases - copper, flavone etc.	highly similar to ( 693) AT1G65840 | Symbols: ATPAO4, PAO4 | ATPAO4 (ARABIDOPSIS THALIANA POLYAMINE OXIDASE 4); amine oxidase/ polyamine oxidase | chr1:24490173-24492728 FORWARDweakly similar to ( 126) PAO_MAIZE Polyamine oxidase precursor (EC 1.5.3.11) - Zea mays (Maize)highly similar to ( 671) loc_os04g57560 12004.m10641 protein lysine-specific histone demethylase 1, putative, expressedAmino_oxidase COG1231 HemY PRK11883    PGSC0003DMT400050768	TRUE
PGSC0003DMG400023949	-1.69001100478155	5.33882756431253	6.20599771556836e-07	0.000437572442079661	-2.40217751116493	4.85450879252041	1.30208771963194e-07	3.65801730452251e-05	-2.04609425797324	-4.09218851594648	PGSC0003DMP400041402	PGSC0003DMT400061536	PGSC0003DMC400041402	Abscisic_acid_receptor_PYL4	20.2.99	stress.abiotic.unspecified	moderately similar to ( 232) AT2G38310 | Symbols:  | unknown protein | chr2:16050251-16050874 FORWARDmoderately similar to ( 201) loc_os05g39580 12005.m08136 protein AT-rich element binding factor 3, putative, expressed PGSC0003DMT400061536	TRUE
PGSC0003DMG400023949	-1.69001100478155	5.33882756431253	6.20599771556836e-07	0.000437572442079661	-2.40217751116493	4.85450879252041	1.30208771963194e-07	3.65801730452251e-05	-2.04609425797324	-4.09218851594648	PGSC0003DMP400041401	PGSC0003DMT400061535	PGSC0003DMC400041401	Abscisic_acid_receptor_PYL4	20.2.99	stress.abiotic.unspecified	moderately similar to ( 232) AT2G38310 | Symbols:  | unknown protein | chr2:16050251-16050874 FORWARDmoderately similar to ( 201) loc_os05g39580 12005.m08136 protein AT-rich element binding factor 3, putative, expressed PGSC0003DMT400061535	TRUE
PGSC0003DMG400025487	-1.06917471756736	6.07093750334304	0.000430341620335436	0.0331030045213978	-1.98072452323718	5.5084960467052	1.62095706856829e-07	4.18979249635119e-05	-1.52494962040227	-3.04989924080453	PGSC0003DMP400044193	PGSC0003DMT400065512	PGSC0003DMC400044193	Isocitrate_lyase	6.9	gluconeogenese/ glyoxylate cycle.isocitrate lyase	highly similar to ( 912) AT3G21720 | Symbols: ICL | ICL (ISOCITRATE LYASE); catalytic/ isocitrate lyase | chr3:7652789-7655873 REVERSEhighly similar to ( 959) ACEA_GOSHI Isocitrate lyase (EC 4.1.3.1) (Isocitrase) (Isocitratase) (ICL) - Gossypium hirsutum (Upland cotton)highly similar to ( 844) loc_os07g34520 12007.m29200 protein isocitrate lyase, putative, expressedICL AceA PRK06498   PGSC0003DMT400065512	TRUE
PGSC0003DMG400025487	-1.06917471756736	6.07093750334304	0.000430341620335436	0.0331030045213978	-1.98072452323718	5.5084960467052	1.62095706856829e-07	4.18979249635119e-05	-1.52494962040227	-3.04989924080453	PGSC0003DMP400044194	PGSC0003DMT400065513	PGSC0003DMC400044194	Isocitrate_lyase	6.9	gluconeogenese/ glyoxylate cycle.isocitrate lyase	highly similar to ( 867) AT3G21720 | Symbols: ICL | ICL (ISOCITRATE LYASE); catalytic/ isocitrate lyase | chr3:7652789-7655873 REVERSEhighly similar to ( 913) ACEA_GOSHI Isocitrate lyase (EC 4.1.3.1) (Isocitrase) (Isocitratase) (ICL) - Gossypium hirsutum (Upland cotton)highly similar to ( 818) loc_os07g34520 12007.m29200 protein isocitrate lyase, putative, expressedICL AceA PRK06498   PGSC0003DMT400065513	TRUE
PGSC0003DMG400025924	-1.51103726586521	5.95483354536577	0.000104628283300229	0.0128162209013162	-0.594172833598877	4.45459233421887	0.00238307049134342	0.0462639405181662	-1.05260504973204	-2.10521009946408	PGSC0003DMP400044980	PGSC0003DMT400066716	PGSC0003DMC400044980	2-oxoglutarate-dependent_dioxygenase	17.5.1	hormone metabolism.ethylene.synthesis-degradation	moderately similar to ( 394) AT3G19000 | Symbols:  | oxidoreductase, 2OG-Fe(II) oxygenase family protein | chr3:6554004-6554987 REVERSEweakly similar to ( 162) FL3H_MALDO Naringenin,2-oxoglutarate 3-dioxygenase (EC 1.14.11.9) (Flavonone-3-hydroxylase) (F3H) (FHT) - Malus domestica (Apple) (Malus sylvestris)moderately similar to ( 382) loc_os03g42130 12003.m09271 protein gibberellin 20 oxidase 2, putative, expressedPcbC 2OG-FeII_Oxy   PGSC0003DMT400066716	TRUE
PGSC0003DMG400025924	-1.51103726586521	5.95483354536577	0.000104628283300229	0.0128162209013162	-0.594172833598877	4.45459233421887	0.00238307049134342	0.0462639405181662	-1.05260504973204	-2.10521009946408	PGSC0003DMP400044979	PGSC0003DMT400066715	PGSC0003DMC400044979	2-oxoglutarate-dependent_dioxygenase	21.2	redox.ascorbate and glutathione	weakly similar to ( 160) AT3G19000 | Symbols:  | oxidoreductase, 2OG-Fe(II) oxygenase family protein | chr3:6554004-6554987 REVERSEweakly similar to ( 103) loc_os08g15149 12008.m05637 protein oxidoreductase, 2OG-Fe oxygenase family protein, expressed  PGSC0003DMT400066715	TRUE
PGSC0003DMG400025967	-1.39809160399033	2.26052665920975	8.78953944142435e-05	0.0112032437052239	-2.62869789472988	1.16305790332134	1.48680043054973e-06	0.00023844966404415	-2.0133947493601	-4.02678949872021	PGSC0003DMP400045032	PGSC0003DMT400066791	PGSC0003DMC400045032	Pectinesterase	10.8.1	cell wall.pectin*esterases.PME	highly similar to ( 624) AT2G45220 | Symbols:  | pectinesterase family protein | chr2:18644281-18646394 REVERSEhighly similar to ( 633) PME2_CITSI Pectinesterase-2 precursor (EC 3.1.1.11) (Pectin methylesterase) (PE) - Citrus sinensis (Sweet orange)moderately similar to ( 395) loc_os07g47830 12007.m08998 protein pectinesterase-1 precursor, putative, expressedPectinesterase PemB PMEI  PGSC0003DMT400066791	TRUE
PGSC0003DMG400027722	-0.660721029599749	5.49012006764095	0.00065802350736222	0.0428394850662064	-0.84994870043513	4.64099906814428	0.000151380003120828	0.0068282156381517	-0.75533486501744	-1.51066973003488	PGSC0003DMP400048208	PGSC0003DMT400071285	PGSC0003DMC400048208	Ankyrin_repeat-containing_protein	31.1	cell.organisation	very weakly similar to (91.7) AT2G31820 | Symbols:  | ankyrin repeat family protein | chr2:13530350-13532562 FORWARDmoderately similar to ( 261) loc_os01g61330 12001.m12259 protein ankyrin-2, putative, expressedANK        PGSC0003DMT400071285	TRUE
PGSC0003DMG400029194	-1.62652581173463	0.363051706290048	0.000186893576367482	0.0189429465678194	-3.07388723209154	-0.472100669264406	0.000126916416829489	0.00607919564971409	-2.35020652191309	-4.70041304382617	PGSC0003DMP400050836	PGSC0003DMT400075056	PGSC0003DMC400050836	Abscisic_acid_receptor_PYL4	20.2.99	stress.abiotic.unspecified	moderately similar to ( 229) AT2G40330 | Symbols:  | Bet v I allergen family protein | chr2:16845177-16845824 REVERSEweakly similar to ( 193) loc_os03g18600 12003.m07282 protein cyclase/dehydrase family protein, putative, expressed PGSC0003DMT400075056	TRUE
PGSC0003DMG400029418	-1.21991103391262	0.679008894179004	0.000257792906318466	0.0233786507252879	-1.22728234746227	0.827777424758007	0.00118290391463115	0.0284138797189188	-1.22359669068744	-2.44719338137489	PGSC0003DMP400051230	PGSC0003DMT400075635	PGSC0003DMC400051230	Tetracycline_transporter	35.2	not assigned.unknown	moderately similar to ( 319) AT2G16980 | Symbols:  | tetracycline transporter | chr2:7376376-7380944 FORWARDmoderately similar to ( 210) loc_os11g05390 12011.m04736 protein tetracycline transporter protein, putative, expressed  PGSC0003DMT400075635	TRUE
PGSC0003DMG400029418	-1.21991103391262	0.679008894179004	0.000257792906318466	0.0233786507252879	-1.22728234746227	0.827777424758007	0.00118290391463115	0.0284138797189188	-1.22359669068744	-2.44719338137489	PGSC0003DMP400051231	PGSC0003DMT400075636	PGSC0003DMC400051231	Tetracycline_transporter	35.2	not assigned.unknown	weakly similar to ( 109) AT2G16970 | Symbols: MEE15 | MEE15 (maternal effect embryo arrest 15); tetracycline transporter | chr2:7369549-7375528 FORWARDvery weakly similar to (90.5) loc_os02g44730 12002.m09513 protein tetracycline transporter protein, putative, expressed PGSC0003DMT400075636	TRUE
PGSC0003DMG400030181	-1.15387232358888	4.1205679301879	0.000495912589680383	0.0357029437127554	-1.69776480340785	4.55492634027749	0.000262985663493851	0.0100847588407449	-1.42581856349836	-2.85163712699673	PGSC0003DMP400052556	PGSC0003DMT400077597	PGSC0003DMC400052556	Esterase_lipase_thioesterase_family_protein	11.9.2	lipid metabolism.lipid degradation.lipases	moderately similar to ( 300) AT2G39420 | Symbols:  | esterase/lipase/thioesterase family protein | chr2:16460442-16462872 FORWARDmoderately similar to ( 276) loc_os12g16180 12012.m05576 protein phospholipase, putative, expressedPldB   PGSC0003DMT400077597	TRUE
PGSC0003DMG400030181	-1.15387232358888	4.1205679301879	0.000495912589680383	0.0357029437127554	-1.69776480340785	4.55492634027749	0.000262985663493851	0.0100847588407449	-1.42581856349836	-2.85163712699673	PGSC0003DMP400052557	PGSC0003DMT400077598	PGSC0003DMC400052557	Esterase_lipase_thioesterase_family_protein	11.9.2	lipid metabolism.lipid degradation.lipases	moderately similar to ( 450) AT2G39420 | Symbols:  | esterase/lipase/thioesterase family protein | chr2:16460442-16462872 FORWARDmoderately similar to ( 407) loc_os12g16180 12012.m05576 protein phospholipase, putative, expressedPldB   PGSC0003DMT400077598	TRUE
PGSC0003DMG400030351	-0.801295899550467	3.21134942295857	0.000727795739089529	0.044592617167343	-1.08948834829315	1.38214897986482	0.000777016697154593	0.0211620374653926	-0.945392123921808	-1.89078424784362	PGSC0003DMP400052830	PGSC0003DMT400078033	PGSC0003DMC400052830	Cdc6	31.2	cell.division	highly similar to ( 515) AT1G07270 | Symbols:  | cell division control protein CDC6b, putative (CDC6b) | chr1:2229757-2232897 REVERSEmoderately similar to ( 464) loc_os01g63710 12001.m42760 protein cell division control protein 6, putative, expressedCDC6 cdc6    PGSC0003DMT400078033	TRUE
PGSC0003DMG400030438	-0.564314148340789	5.33145767278919	0.000115134403833358	0.0135261990976225	-0.658792816653653	4.78438722884206	0.000764366875584337	0.0209056362606908	-0.611553482497221	-1.22310696499444	PGSC0003DMP400052967	PGSC0003DMT400078221	PGSC0003DMC400052967	Peptide_transporter	34.13	transport.peptides and oligopeptides	highly similar to ( 865) AT3G54140 | Symbols: ATPTR1, PTR1 | PTR1 (PEPTIDE TRANSPORTER 1); dipeptide transporter/ transporter/ tripeptide transporter | chr3:20045885-20048154 REVERSEhighly similar to ( 827) loc_os01g04950 12001.m42857 protein peptide transporter PTR2, putative, expressedPTR2 PTR2   PGSC0003DMT400078221	TRUE
PGSC0003DMG400030438	-0.564314148340789	5.33145767278919	0.000115134403833358	0.0135261990976225	-0.658792816653653	4.78438722884206	0.000764366875584337	0.0209056362606908	-0.611553482497221	-1.22310696499444	PGSC0003DMP400052969	PGSC0003DMT400078223	PGSC0003DMC400052969	Peptide_transporter	34.13	transport.peptides and oligopeptides	highly similar to ( 692) AT3G54140 | Symbols: ATPTR1, PTR1 | PTR1 (PEPTIDE TRANSPORTER 1); dipeptide transporter/ transporter/ tripeptide transporter | chr3:20045885-20048154 REVERSEhighly similar to ( 652) loc_os01g04950 12001.m42857 protein peptide transporter PTR2, putative, expressedPTR2 PTR2   PGSC0003DMT400078223	TRUE
PGSC0003DMG400030438	-0.564314148340789	5.33145767278919	0.000115134403833358	0.0135261990976225	-0.658792816653653	4.78438722884206	0.000764366875584337	0.0209056362606908	-0.611553482497221	-1.22310696499444	PGSC0003DMP400052966	PGSC0003DMT400078220	PGSC0003DMC400052966	Peptide_transporter	34.13	transport.peptides and oligopeptides	moderately similar to ( 313) AT3G54140 | Symbols: ATPTR1, PTR1 | PTR1 (PEPTIDE TRANSPORTER 1); dipeptide transporter/ transporter/ tripeptide transporter | chr3:20045885-20048154 REVERSEmoderately similar to ( 300) loc_os01g04950 12001.m42857 protein peptide transporter PTR2, putative, expressedPTR2   PGSC0003DMT400078220	TRUE
PGSC0003DMG400030438	-0.564314148340789	5.33145767278919	0.000115134403833358	0.0135261990976225	-0.658792816653653	4.78438722884206	0.000764366875584337	0.0209056362606908	-0.611553482497221	-1.22310696499444	PGSC0003DMP400052968	PGSC0003DMT400078222	PGSC0003DMC400052968	Peptide_transporter	34.13	transport.peptides and oligopeptides	highly similar to ( 865) AT3G54140 | Symbols: ATPTR1, PTR1 | PTR1 (PEPTIDE TRANSPORTER 1); dipeptide transporter/ transporter/ tripeptide transporter | chr3:20045885-20048154 REVERSEhighly similar to ( 827) loc_os01g04950 12001.m42857 protein peptide transporter PTR2, putative, expressedPTR2 PTR2   PGSC0003DMT400078222	TRUE
PGSC0003DMG400030878	-1.34855649868729	2.10871370359898	4.31664172466559e-06	0.00141225217741401	-1.27507824415864	1.76234784610129	0.000662665710738731	0.0189251469168544	-1.31181737142296	-2.62363474284592	PGSC0003DMP400053786	PGSC0003DMT400079330	PGSC0003DMC400053786	Major_intrinsic_protein	31.2	cell.division	moderately similar to ( 366) AT1G31880 | Symbols: NIP3;1, NLM9, BRX | BRX (BREVIS RADIX); identical protein binding / water channel | chr1:11447804-11450053 FORWARDmoderately similar to ( 242) loc_os02g47230 12002.m09758 protein expressed protein PGSC0003DMT400079330	TRUE
PGSC0003DMG400030878	-1.34855649868729	2.10871370359898	4.31664172466559e-06	0.00141225217741401	-1.27507824415864	1.76234784610129	0.000662665710738731	0.0189251469168544	-1.31181737142296	-2.62363474284592	PGSC0003DMP400053787	PGSC0003DMT400079331	PGSC0003DMC400053787	Major_intrinsic_protein	31.2	cell.division	weakly similar to ( 170) AT1G31880 | Symbols: NIP3;1, NLM9, BRX | BRX (BREVIS RADIX); identical protein binding / water channel | chr1:11447804-11450053 FORWARDweakly similar to ( 120) loc_os03g63650 12003.m11233 protein expressed protein PGSC0003DMT400079331	TRUE
PGSC0003DMG400030957	-0.626086761213786	3.39819982437293	0.000701524736820979	0.0440576463770266	-0.951697095791346	3.59540105547375	9.02480807459042e-05	0.00475061485734957	-0.788891928502566	-1.57778385700513	PGSC0003DMP400053916	PGSC0003DMT400079506	PGSC0003DMC400053916	Cysteine_proteinase	29.5.3	protein.degradation.cysteine protease	highly similar to ( 563) AT4G39090 | Symbols: RD19, RD19A | RD19 (RESPONSIVE TO DEHYDRATION 19); cysteine-type endopeptidase/ cysteine-type peptidase | chr4:18215826-18217326 REVERSEhighly similar to ( 521) CYSP_PEA Cysteine proteinase 15A precursor (EC 3.4.22.-) (Turgor-responsive protein 15A) - Pisum sativum (Garden pea)moderately similar to ( 478) loc_os02g27030 12002.m07847 protein cysteine proteinase 1 precursor, putative, expressedPeptidase_C1 Peptidase_C1A Pept_C1 Peptidase_C1A_CathepsinB Peptidase_C1A_CathepsinC Peptidase_C1 Peptidase_C1A_CathepsinX COG4870     PGSC0003DMT400079506	TRUE
PGSC0003DMG400031065	-1.98366827451676	3.23444158041654	1.53930877164772e-06	0.000710445973428697	-2.72108032192642	0.299449247489011	4.37184126105749e-05	0.0027425876027498	-2.35237429822159	-4.70474859644318	PGSC0003DMP400054109	PGSC0003DMT400079776	PGSC0003DMC400054109	Pectate_lyase	10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	highly similar to ( 607) AT5G04310 | Symbols:  | pectate lyase family protein | chr5:1203356-1207352 REVERSEmoderately similar to ( 400) PEL_TOBAC Pectate lyase precursor (EC 4.2.2.2) - Nicotiana tabacum (Common tobacco)highly similar to ( 580) loc_os10g31910 12010.m06042 protein pectate lyase 12 precursor, putative, expressedAmb_all Pec_lyase_C PelB  PGSC0003DMT400079776	TRUE
PGSC0003DMG400031065	-1.98366827451676	3.23444158041654	1.53930877164772e-06	0.000710445973428697	-2.72108032192642	0.299449247489011	4.37184126105749e-05	0.0027425876027498	-2.35237429822159	-4.70474859644318	PGSC0003DMP400054108	PGSC0003DMT400079774	PGSC0003DMC400054108	Pectate_lyase	10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	highly similar to ( 564) AT3G54920 | Symbols: PMR6 | PMR6 (powdery mildew resistant 6); lyase/ pectate lyase | chr3:20345311-20348477 FORWARDmoderately similar to ( 394) PEL_TOBAC Pectate lyase precursor (EC 4.2.2.2) - Nicotiana tabacum (Common tobacco)highly similar to ( 557) loc_os10g31910 12010.m06042 protein pectate lyase 12 precursor, putative, expressedAmb_all Pec_lyase_C PelB  PGSC0003DMT400079774	TRUE
PGSC0003DMG400031116	-1.53012961995444	-0.754800099855243	3.25252467930315e-05	0.00553057584613614	-1.70647905705257	-0.0301007471443584	0.000323187048089566	0.0115215068205833	-1.6183043385035	-3.23660867700701	PGSC0003DMP400054197	PGSC0003DMT400079894	PGSC0003DMC400054197	Conserved_gene_of_unknown_function	35.2	not assigned.unknown	highly similar to ( 636) AT2G44260 | Symbols:  | unknown protein | chr2:18295988-18297739 FORWARDhighly similar to ( 525) loc_os07g38840 12007.m08129 protein expressed proteinDUF946  PGSC0003DMT400079894	TRUE
PGSC0003DMG400031742	-1.08672718023324	6.51102011974412	1.63399605670866e-08	3.24863554474554e-05	-1.10814135959336	5.32537223565643	0.000159678273894677	0.00707897884576641	-1.0974342699133	-2.1948685398266	PGSC0003DMP400054950	PGSC0003DMT400081212	PGSC0003DMC400054950	UPA16	33.99	development.unspecified	moderately similar to ( 256) AT3G48740 | Symbols:  | nodulin MtN3 family protein | chr3:18052814-18054663 REVERSEmoderately similar to ( 247) loc_os11g31190 12011.m07024 protein mtN3-like protein, putative, expressedMtN3_slv   PGSC0003DMT400081212	TRUE
PGSC0003DMG400031763	-0.787898748787881	2.3692393758555	0.000301271427817862	0.0262177148935369	-1.02984430104621	1.47246928805564	0.000191806840344582	0.00807400585593822	-0.908871524917045	-1.81774304983409	PGSC0003DMP400054987	PGSC0003DMT400081263	PGSC0003DMC400054987	Conserved_gene_of_unknown_function	35.2	not assigned.unknown	PGSC0003DMT400081263	TRUE
PGSC0003DMG400031763	-0.787898748787881	2.3692393758555	0.000301271427817862	0.0262177148935369	-1.02984430104621	1.47246928805564	0.000191806840344582	0.00807400585593822	-0.908871524917045	-1.81774304983409	PGSC0003DMP400054988	PGSC0003DMT400081264	PGSC0003DMC400054988	Conserved_gene_of_unknown_function	35.2	not assigned.unknown	PGSC0003DMT400081264	TRUE
PGSC0003DMG400032160	-0.718304470267963	5.32533403111398	0.000549837685826176	0.0385124792083017	-1.03989745104593	4.95433240404622	0.000320883514310463	0.0114710308587389	-0.879100960656948	-1.7582019213139	PGSC0003DMP400055336	PGSC0003DMT400081922	PGSC0003DMC400055336	Conserved_gene_of_unknown_function	35.2	not assigned.unknown	PGSC0003DMT400081922	TRUE
